Provider_ID,Measure_ID,Value,Footnote,Start_Date,End_Date
"070034","MSPB-1"," 1.008617","","01012015","12312015"
"070035","MSPB-1"," 1.003092","","01012015","12312015"
"070039","MSPB-1"," 1.015493","","01012015","12312015"
"080001","MSPB-1","  .993887","","01012015","12312015"
"080003","MSPB-1"," 1.064556","","01012015","12312015"
"080004","MSPB-1"," 1.020733","","01012015","12312015"
"080007","MSPB-1","  .959326","","01012015","12312015"
"080009","MSPB-1"," 1.000174","","01012015","12312015"
"090001","MSPB-1","  .985191","","01012015","12312015"
"090004","MSPB-1"," 1.004618","","01012015","12312015"
"040011","MSPB-1","  .809774","","01012015","12312015"
"040014","MSPB-1","  .984856","","01012015","12312015"
"040015","MSPB-1"," 1.084873","","01012015","12312015"
"040016","MSPB-1","  .979515","","01012015","12312015"
"040017","MSPB-1","  .909518","","01012015","12312015"
"040018","MSPB-1","  .927638","","01012015","12312015"
"040019","MSPB-1","  .897742","","01012015","12312015"
"040020","MSPB-1"," 1.009808","","01012015","12312015"
"040022","MSPB-1","  .983635","","01012015","12312015"
"040026","MSPB-1","  .987728","","01012015","12312015"
"040027","MSPB-1","  .967081","","01012015","12312015"
"040029","MSPB-1","  .988267","","01012015","12312015"
"040036","MSPB-1"," 1.004325","","01012015","12312015"
"040039","MSPB-1"," 1.009882","","01012015","12312015"
"040041","MSPB-1"," 1.023663","","01012015","12312015"
"040047","MSPB-1","  .962311","","01012015","12312015"
"040050","MSPB-1"," 1.025292","","01012015","12312015"
"040051","MSPB-1","  .914407","","01012015","12312015"
"040055","MSPB-1"," 1.052904","","01012015","12312015"
"040062","MSPB-1"," 1.040287","","01012015","12312015"
"040067","MSPB-1"," 1.087298","","01012015","12312015"
"040069","MSPB-1","  .845711","","01012015","12312015"
